"StichtagDatJahr","KreisSort","KreisCd","KreisLang","SteuerTarifSort","SteuerTarifCd","SteuerTarifLang","SteuerEinkommen_p50","SteuerEinkommen_p25","SteuerEinkommen_p75"
2008,4,"4","Kreis 4",0,"00","Grundtarif",36.6,18,58.4
2008,4,"4","Kreis 4",1,"01","Verheiratetentarif",53.9,34.7,77
2008,4,"4","Kreis 4",2,"02","Einelternfamilientarif",30,13,46.7
2008,5,"5","Kreis 5",0,"00","Grundtarif",45.3,22.7,69
2008,5,"5","Kreis 5",1,"01","Verheiratetentarif",62.15,40.6,91.3
2008,5,"5","Kreis 5",2,"02","Einelternfamilientarif",39.7,17.6,64.7
2008,6,"6","Kreis 6",0,"00","Grundtarif",47.5,22.9,74.4
2008,6,"6","Kreis 6",1,"01","Verheiratetentarif",88.1,57.6,142.8
2008,6,"6","Kreis 6",2,"02","Einelternfamilientarif",48.65,29.6,76.4
2008,7,"7","Kreis 7",0,"00","Grundtarif",50,21.7,83.9
2008,7,"7","Kreis 7",1,"01","Verheiratetentarif",118.9,71.5,203.45
2008,7,"7","Kreis 7",2,"02","Einelternfamilientarif",62.1,38,102
2008,8,"8","Kreis 8",0,"00","Grundtarif",52.6,24.9,85.25
2008,8,"8","Kreis 8",1,"01","Verheiratetentarif",103.6,65.8,172.4
2008,8,"8","Kreis 8",2,"02","Einelternfamilientarif",50.6,31.8,80.3
2008,9,"9","Kreis 9",0,"00","Grundtarif",40,20.9,59.8
2008,9,"9","Kreis 9",1,"01","Verheiratetentarif",66.4,45.9,92.4
2008,9,"9","Kreis 9",2,"02","Einelternfamilientarif",38.3,20.8,55.6
2008,10,"10","Kreis 10",0,"00","Grundtarif",46.2,23.5,69.7
2008,10,"10","Kreis 10",1,"01","Verheiratetentarif",80.7,55.7,122.95
2008,10,"10","Kreis 10",2,"02","Einelternfamilientarif",45.15,26.15,67.05
2008,11,"11","Kreis 11",0,"00","Grundtarif",40,20,61.1
2008,11,"11","Kreis 11",1,"01","Verheiratetentarif",67.8,45.3,95.9
2008,11,"11","Kreis 11",2,"02","Einelternfamilientarif",37.5,18.6,56.7
2008,12,"12","Kreis 12",0,"00","Grundtarif",31.7,16,48
2008,12,"12","Kreis 12",1,"01","Verheiratetentarif",57.9,39.4,78.9
2008,12,"12","Kreis 12",2,"02","Einelternfamilientarif",29.65,12.6,44.5
2009,1,"1","Kreis 1",0,"00","Grundtarif",48.3,20,87.5
2009,1,"1","Kreis 1",1,"01","Verheiratetentarif",120.6,72.8,191.2
2009,1,"1","Kreis 1",2,"02","Einelternfamilientarif",54.1,33.4,93.4
2009,2,"2","Kreis 2",0,"00","Grundtarif",44.7,21.5,71.4
2009,2,"2","Kreis 2",1,"01","Verheiratetentarif",87.4,57.5,136.9
2009,2,"2","Kreis 2",2,"02","Einelternfamilientarif",44.95,25.2,68.5
2009,3,"3","Kreis 3",0,"00","Grundtarif",41.4,20.6,64.2
2009,3,"3","Kreis 3",1,"01","Verheiratetentarif",66.5,43.5,96.8
2009,3,"3","Kreis 3",2,"02","Einelternfamilientarif",38.9,20.1,59.6
2009,4,"4","Kreis 4",0,"00","Grundtarif",36.8,17.8,59.2
2009,4,"4","Kreis 4",1,"01","Verheiratetentarif",55,35.7,79.6
2009,4,"4","Kreis 4",2,"02","Einelternfamilientarif",32.1,13,50.9
2009,5,"5","Kreis 5",0,"00","Grundtarif",45,21.9,69.7
2009,5,"5","Kreis 5",1,"01","Verheiratetentarif",64.4,43.1,97.5
2009,5,"5","Kreis 5",2,"02","Einelternfamilientarif",43.8,21.4,67.6
2009,6,"6","Kreis 6",0,"00","Grundtarif",47.9,23.2,75
2009,6,"6","Kreis 6",1,"01","Verheiratetentarif",91.1,58.9,149.1
2009,6,"6","Kreis 6",2,"02","Einelternfamilientarif",48.45,29.7,78
2009,7,"7","Kreis 7",0,"00","Grundtarif",49.9,21,83.6
2009,7,"7","Kreis 7",1,"01","Verheiratetentarif",120.1,75.1,203.8
2009,7,"7","Kreis 7",2,"02","Einelternfamilientarif",65,37.4,105.3
2009,8,"8","Kreis 8",0,"00","Grundtarif",53.6,24.2,85.9
2009,8,"8","Kreis 8",1,"01","Verheiratetentarif",108.2,67.1,172.1
2009,8,"8","Kreis 8",2,"02","Einelternfamilientarif",55.3,31.8,94
2009,9,"9","Kreis 9",0,"00","Grundtarif",40.6,21.1,60.2
2009,9,"9","Kreis 9",1,"01","Verheiratetentarif",67.7,46.7,94.2
2009,9,"9","Kreis 9",2,"02","Einelternfamilientarif",38.8,21,58
2009,10,"10","Kreis 10",0,"00","Grundtarif",46.4,23.7,69.9
2009,10,"10","Kreis 10",1,"01","Verheiratetentarif",84.2,57.6,126.3
2009,10,"10","Kreis 10",2,"02","Einelternfamilientarif",48.45,28.2,71
2009,11,"11","Kreis 11",0,"00","Grundtarif",40.1,19.9,61.9
2009,11,"11","Kreis 11",1,"01","Verheiratetentarif",69.5,46.6,98.6
2009,11,"11","Kreis 11",2,"02","Einelternfamilientarif",38.5,20,59.4
2009,12,"12","Kreis 12",0,"00","Grundtarif",32.1,16,48.7
2009,12,"12","Kreis 12",1,"01","Verheiratetentarif",59,39.6,79.8
2009,12,"12","Kreis 12",2,"02","Einelternfamilientarif",30,12.55,46.1
2010,1,"1","Kreis 1",0,"00","Grundtarif",48.05,19,87.7
2010,1,"1","Kreis 1",1,"01","Verheiratetentarif",122.4,73.9,192.2
2010,1,"1","Kreis 1",2,"02","Einelternfamilientarif",55.35,29.8,96.6
2010,2,"2","Kreis 2",0,"00","Grundtarif",45,21.5,72.3
2010,2,"2","Kreis 2",1,"01","Verheiratetentarif",89.45,58.5,139.1
2010,2,"2","Kreis 2",2,"02","Einelternfamilientarif",44.4,25.6,70
2010,3,"3","Kreis 3",0,"00","Grundtarif",41.4,20.5,64.8
2010,3,"3","Kreis 3",1,"01","Verheiratetentarif",67.3,43.5,100.1
2010,3,"3","Kreis 3",2,"02","Einelternfamilientarif",40,21.6,60.1
2010,4,"4","Kreis 4",0,"00","Grundtarif",37.1,17.9,59.9
2010,4,"4","Kreis 4",1,"01","Verheiratetentarif",55.9,35.5,80.5
2010,4,"4","Kreis 4",2,"02","Einelternfamilientarif",33.25,13.95,53.4
2010,5,"5","Kreis 5",0,"00","Grundtarif",45.6,21.5,70.3
2010,5,"5","Kreis 5",1,"01","Verheiratetentarif",65.4,43.6,98.8
2010,5,"5","Kreis 5",2,"02","Einelternfamilientarif",44.95,22.2,68.9
2010,6,"6","Kreis 6",0,"00","Grundtarif",47.7,23.6,76.47
2010,6,"6","Kreis 6",1,"01","Verheiratetentarif",93.65,60,150.25
2010,6,"6","Kreis 6",2,"02","Einelternfamilientarif",50.25,29.6,78.6
2010,7,"7","Kreis 7",0,"00","Grundtarif",49.6,21.1,83.9
2010,7,"7","Kreis 7",1,"01","Verheiratetentarif",123,75.8,209.8
2010,7,"7","Kreis 7",2,"02","Einelternfamilientarif",65.45,39,108.1
2010,8,"8","Kreis 8",0,"00","Grundtarif",53.95,24.9,88.7
2010,8,"8","Kreis 8",1,"01","Verheiratetentarif",108.85,68.6,182.1
2010,8,"8","Kreis 8",2,"02","Einelternfamilientarif",57.8,35,88.9
2010,9,"9","Kreis 9",0,"00","Grundtarif",40.7,20.8,60.5
2010,9,"9","Kreis 9",1,"01","Verheiratetentarif",67.9,46.8,95.2
2010,9,"9","Kreis 9",2,"02","Einelternfamilientarif",39.3,20.4,60.2
2010,10,"10","Kreis 10",0,"00","Grundtarif",46.6,23.7,70.3
2010,10,"10","Kreis 10",1,"01","Verheiratetentarif",85.1,58.3,128.7
2010,10,"10","Kreis 10",2,"02","Einelternfamilientarif",48.3,28.85,74
2010,11,"11","Kreis 11",0,"00","Grundtarif",40.5,19.8,62.4
2010,11,"11","Kreis 11",1,"01","Verheiratetentarif",70.8,47.2,100.6
2010,11,"11","Kreis 11",2,"02","Einelternfamilientarif",38.3,20.6,59.3
2010,12,"12","Kreis 12",0,"00","Grundtarif",31.7,15.5,49.1
2010,12,"12","Kreis 12",1,"01","Verheiratetentarif",59.5,39.7,80.9
2010,12,"12","Kreis 12",2,"02","Einelternfamilientarif",30,11.2,45.3
2011,1,"1","Kreis 1",0,"00","Grundtarif",48.35,19.25,88.15
2011,1,"1","Kreis 1",1,"01","Verheiratetentarif",119.2,66,200
2011,1,"1","Kreis 1",2,"02","Einelternfamilientarif",58.15,29.35,102.75
2011,2,"2","Kreis 2",0,"00","Grundtarif",44.6,21.5,72
2011,2,"2","Kreis 2",1,"01","Verheiratetentarif",89.2,58,140.9
2011,2,"2","Kreis 2",2,"02","Einelternfamilientarif",46,26.7,71.9
2011,3,"3","Kreis 3",0,"00","Grundtarif",42.9,21,66
2011,3,"3","Kreis 3",1,"01","Verheiratetentarif",68.8,43.8,104.3
2011,3,"3","Kreis 3",2,"02","Einelternfamilientarif",39.7,20.35,59.45
2011,4,"4","Kreis 4",0,"00","Grundtarif",37.6,18,60.1
2011,4,"4","Kreis 4",1,"01","Verheiratetentarif",56.95,36.8,83.2
2011,4,"4","Kreis 4",2,"02","Einelternfamilientarif",32.9,11.1,52.8
2011,5,"5","Kreis 5",0,"00","Grundtarif",44.45,20.45,71.1
2011,5,"5","Kreis 5",1,"01","Verheiratetentarif",67.95,45.05,101.3
2011,5,"5","Kreis 5",2,"02","Einelternfamilientarif",45.5,23.2,70.35
2011,6,"6","Kreis 6",0,"00","Grundtarif",48.1,23.9,77
2011,6,"6","Kreis 6",1,"01","Verheiratetentarif",95.2,61.2,155.3
2011,6,"6","Kreis 6",2,"02","Einelternfamilientarif",53.35,31,84.2
2011,7,"7","Kreis 7",0,"00","Grundtarif",50.3,21.2,85.8
2011,7,"7","Kreis 7",1,"01","Verheiratetentarif",126.95,77.8,212.1
2011,7,"7","Kreis 7",2,"02","Einelternfamilientarif",68.4,39.6,105.6
2011,8,"8","Kreis 8",0,"00","Grundtarif",55,25.6,90.1
2011,8,"8","Kreis 8",1,"01","Verheiratetentarif",111.4,68.7,186.8
2011,8,"8","Kreis 8",2,"02","Einelternfamilientarif",57.6,35.5,91.7
2011,9,"9","Kreis 9",0,"00","Grundtarif",41.1,21.1,61.2
2011,9,"9","Kreis 9",1,"01","Verheiratetentarif",68.9,47.2,96.5
2011,9,"9","Kreis 9",2,"02","Einelternfamilientarif",40,20.15,62.45
2011,10,"10","Kreis 10",0,"00","Grundtarif",47.2,23.8,70.4
2011,10,"10","Kreis 10",1,"01","Verheiratetentarif",86.9,58.9,132.05
2011,10,"10","Kreis 10",2,"02","Einelternfamilientarif",49.8,30,73.55
2011,11,"11","Kreis 11",0,"00","Grundtarif",40.7,19.9,62.9
2011,11,"11","Kreis 11",1,"01","Verheiratetentarif",71.3,47.7,103.15
2011,11,"11","Kreis 11",2,"02","Einelternfamilientarif",38.2,20.2,59.8
2011,12,"12","Kreis 12",0,"00","Grundtarif",31.5,15.3,48.8
2011,12,"12","Kreis 12",1,"01","Verheiratetentarif",59.75,39.9,81.5
2011,12,"12","Kreis 12",2,"02","Einelternfamilientarif",30,12.2,46
2012,1,"1","Kreis 1",0,"00","Grundtarif",48,18.9,87.1
2012,1,"1","Kreis 1",1,"01","Verheiratetentarif",120.9,67.3,194.8
2012,1,"1","Kreis 1",2,"02","Einelternfamilientarif",66.7,36,107.3
2012,2,"2","Kreis 2",0,"00","Grundtarif",44.6,20.5,72.9
2012,2,"2","Kreis 2",1,"01","Verheiratetentarif",87.6,57.5,142.3
2012,2,"2","Kreis 2",2,"02","Einelternfamilientarif",43.9,24.9,70.8
2012,3,"3","Kreis 3",0,"00","Grundtarif",42.7,20.7,66.7
2012,3,"3","Kreis 3",1,"01","Verheiratetentarif",68.6,43.4,104.4
2012,3,"3","Kreis 3",2,"02","Einelternfamilientarif",39.3,22,60.7
2012,4,"4","Kreis 4",0,"00","Grundtarif",38.8,18,61.8
2012,4,"4","Kreis 4",1,"01","Verheiratetentarif",56.2,35,83.2
2012,4,"4","Kreis 4",2,"02","Einelternfamilientarif",31.1,11.3,53.6
2012,5,"5","Kreis 5",0,"00","Grundtarif",45.5,21.2,71.5
2012,5,"5","Kreis 5",1,"01","Verheiratetentarif",69.45,46.45,106.85
2012,5,"5","Kreis 5",2,"02","Einelternfamilientarif",46.2,22.9,73.9
2012,6,"6","Kreis 6",0,"00","Grundtarif",48,23.1,77.05
2012,6,"6","Kreis 6",1,"01","Verheiratetentarif",95.6,60.3,155.1
2012,6,"6","Kreis 6",2,"02","Einelternfamilientarif",52.1,30.8,84.8
2012,7,"7","Kreis 7",0,"00","Grundtarif",50.5,21.2,84.7
2012,7,"7","Kreis 7",1,"01","Verheiratetentarif",126.4,78.4,214.4
2012,7,"7","Kreis 7",2,"02","Einelternfamilientarif",67.25,39,108.15
2012,8,"8","Kreis 8",0,"00","Grundtarif",55.5,25.2,92
2012,8,"8","Kreis 8",1,"01","Verheiratetentarif",114.75,71.05,189.8
2012,8,"8","Kreis 8",2,"02","Einelternfamilientarif",60.35,37.4,95.95
2012,9,"9","Kreis 9",0,"00","Grundtarif",41.2,20.9,61.4
2012,9,"9","Kreis 9",1,"01","Verheiratetentarif",68.9,46.5,97.4
2012,9,"9","Kreis 9",2,"02","Einelternfamilientarif",39.75,20.9,61.3
2012,10,"10","Kreis 10",0,"00","Grundtarif",47.3,23.6,71.5
2012,10,"10","Kreis 10",1,"01","Verheiratetentarif",86.95,57.9,133
2012,10,"10","Kreis 10",2,"02","Einelternfamilientarif",49.3,29.6,76
2012,11,"11","Kreis 11",0,"00","Grundtarif",40.9,20,63.3
2012,11,"11","Kreis 11",1,"01","Verheiratetentarif",71.4,47.2,103.5
2012,11,"11","Kreis 11",2,"02","Einelternfamilientarif",38,19.8,58.65
2012,12,"12","Kreis 12",0,"00","Grundtarif",31.1,14.6,49
2012,12,"12","Kreis 12",1,"01","Verheiratetentarif",58.7,38.5,80.3
2012,12,"12","Kreis 12",2,"02","Einelternfamilientarif",29,9.1,45
2013,1,"1","Kreis 1",0,"00","Grundtarif",48.05,18.3,83.9
2013,1,"1","Kreis 1",1,"01","Verheiratetentarif",120.5,67.8,207.2
2013,1,"1","Kreis 1",2,"02","Einelternfamilientarif",62.4,30,99.7
2013,2,"2","Kreis 2",0,"00","Grundtarif",45.5,21.2,73.2
2013,2,"2","Kreis 2",1,"01","Verheiratetentarif",87.6,56,143.5
2013,2,"2","Kreis 2",2,"02","Einelternfamilientarif",44.4,22.35,72.8
2013,3,"3","Kreis 3",0,"00","Grundtarif",43.8,21.1,67.7
2013,3,"3","Kreis 3",1,"01","Verheiratetentarif",69.25,42.9,107
2013,3,"3","Kreis 3",2,"02","Einelternfamilientarif",39.8,20.5,61.3
2013,4,"4","Kreis 4",0,"00","Grundtarif",39,18,62.8
2013,4,"4","Kreis 4",1,"01","Verheiratetentarif",54.5,33.95,83.3
2013,4,"4","Kreis 4",2,"02","Einelternfamilientarif",32.9,14.4,55.4
2013,5,"5","Kreis 5",0,"00","Grundtarif",47.3,22.1,74.7
2013,5,"5","Kreis 5",1,"01","Verheiratetentarif",72.4,45.8,112.8
2013,5,"5","Kreis 5",2,"02","Einelternfamilientarif",46.3,25.7,76.1
2013,6,"6","Kreis 6",0,"00","Grundtarif",47.9,22.4,76.4
2013,6,"6","Kreis 6",1,"01","Verheiratetentarif",95.3,60.45,158
2013,6,"6","Kreis 6",2,"02","Einelternfamilientarif",51.4,30.1,79.6
2013,7,"7","Kreis 7",0,"00","Grundtarif",50.3,21.1,84.6
2013,7,"7","Kreis 7",1,"01","Verheiratetentarif",125.6,76.7,213.2
2013,7,"7","Kreis 7",2,"02","Einelternfamilientarif",66.15,38.45,111
2013,8,"8","Kreis 8",0,"00","Grundtarif",55,23.9,91.3
2013,8,"8","Kreis 8",1,"01","Verheiratetentarif",114.45,70,196.3
2013,8,"8","Kreis 8",2,"02","Einelternfamilientarif",58.95,37,96.1
2013,9,"9","Kreis 9",0,"00","Grundtarif",41.3,21.1,61.4
2013,9,"9","Kreis 9",1,"01","Verheiratetentarif",68.4,45.7,97.45
2013,9,"9","Kreis 9",2,"02","Einelternfamilientarif",36.9,20,58.9
2013,10,"10","Kreis 10",0,"00","Grundtarif",47.1,23.6,70.7
2013,10,"10","Kreis 10",1,"01","Verheiratetentarif",85.8,57.2,132
2013,10,"10","Kreis 10",2,"02","Einelternfamilientarif",49,27,74.6
2013,11,"11","Kreis 11",0,"00","Grundtarif",41,19.9,63
2013,11,"11","Kreis 11",1,"01","Verheiratetentarif",70.8,46.3,103
2013,11,"11","Kreis 11",2,"02","Einelternfamilientarif",36.6,17.65,60.2
2013,12,"12","Kreis 12",0,"00","Grundtarif",31.4,14.5,49.9
2013,12,"12","Kreis 12",1,"01","Verheiratetentarif",57.4,37.1,79.9
2013,12,"12","Kreis 12",2,"02","Einelternfamilientarif",28.35,9.2,44
2014,1,"1","Kreis 1",0,"00","Grundtarif",47.5,18,86.1
2014,1,"1","Kreis 1",1,"01","Verheiratetentarif",118.1,68.3,207.9
2014,1,"1","Kreis 1",2,"02","Einelternfamilientarif",58.15,31.6,93.2
2014,2,"2","Kreis 2",0,"00","Grundtarif",45,20.5,73.2
2014,2,"2","Kreis 2",1,"01","Verheiratetentarif",93.1,58.4,149.5
2014,2,"2","Kreis 2",2,"02","Einelternfamilientarif",46.5,26.8,72.5
2014,3,"3","Kreis 3",0,"00","Grundtarif",43.8,21.3,68.3
2014,3,"3","Kreis 3",1,"01","Verheiratetentarif",71.5,45,110.8
2014,3,"3","Kreis 3",2,"02","Einelternfamilientarif",40,21.5,64.4
2014,4,"4","Kreis 4",0,"00","Grundtarif",39.3,18,63.5
2014,4,"4","Kreis 4",1,"01","Verheiratetentarif",56.25,34.9,86.5
2014,4,"4","Kreis 4",2,"02","Einelternfamilientarif",33.2,14.5,55.5
2014,5,"5","Kreis 5",0,"00","Grundtarif",49.1,23.7,77
2014,5,"5","Kreis 5",1,"01","Verheiratetentarif",79.1,47.7,126.9
2014,5,"5","Kreis 5",2,"02","Einelternfamilientarif",45.9,27.6,75.3
2014,6,"6","Kreis 6",0,"00","Grundtarif",47.5,22.1,75.5
2014,6,"6","Kreis 6",1,"01","Verheiratetentarif",99.3,61.4,163.2
2014,6,"6","Kreis 6",2,"02","Einelternfamilientarif",54.1,32.9,83.4
2014,7,"7","Kreis 7",0,"00","Grundtarif",50.6,21,84.4
2014,7,"7","Kreis 7",1,"01","Verheiratetentarif",127.4,78.4,212.9
2014,7,"7","Kreis 7",2,"02","Einelternfamilientarif",67.05,39.7,114.8
2014,8,"8","Kreis 8",0,"00","Grundtarif",54.8,24.1,91.6
2014,8,"8","Kreis 8",1,"01","Verheiratetentarif",120.9,72.5,204.8
2014,8,"8","Kreis 8",2,"02","Einelternfamilientarif",58.6,35.1,98.8
2014,9,"9","Kreis 9",0,"00","Grundtarif",41.8,21.1,62
2014,9,"9","Kreis 9",1,"01","Verheiratetentarif",69.6,46,99.4
2014,9,"9","Kreis 9",2,"02","Einelternfamilientarif",37.95,19.9,58
2014,10,"10","Kreis 10",0,"00","Grundtarif",47.1,23.1,70.6
2014,10,"10","Kreis 10",1,"01","Verheiratetentarif",89.1,58.3,135.7
2014,10,"10","Kreis 10",2,"02","Einelternfamilientarif",48.15,27.5,72.45
2014,11,"11","Kreis 11",0,"00","Grundtarif",41,19.3,62.8
2014,11,"11","Kreis 11",1,"01","Verheiratetentarif",72.5,46.8,106
2014,11,"11","Kreis 11",2,"02","Einelternfamilientarif",37.9,17.8,60
2014,12,"12","Kreis 12",0,"00","Grundtarif",32.1,14.8,50.3
2014,12,"12","Kreis 12",1,"01","Verheiratetentarif",58,36.9,81.8
2014,12,"12","Kreis 12",2,"02","Einelternfamilientarif",29,6.85,45
2015,1,"1","Kreis 1",0,"00","Grundtarif",47.2,17.9,86.9
2015,1,"1","Kreis 1",1,"01","Verheiratetentarif",120.9,69.95,203.3
2015,1,"1","Kreis 1",2,"02","Einelternfamilientarif",62.9,35.9,95.5
2015,2,"2","Kreis 2",0,"00","Grundtarif",46.3,21.4,75
2015,2,"2","Kreis 2",1,"01","Verheiratetentarif",94.5,58.9,153
2015,2,"2","Kreis 2",2,"02","Einelternfamilientarif",49.4,28.5,79.6
2015,3,"3","Kreis 3",0,"00","Grundtarif",44.2,21.2,68.5
2015,3,"3","Kreis 3",1,"01","Verheiratetentarif",72.3,45.3,113.5
2015,3,"3","Kreis 3",2,"02","Einelternfamilientarif",41.95,22.4,66.5
2015,4,"4","Kreis 4",0,"00","Grundtarif",39.55,17.8,64.5
2015,4,"4","Kreis 4",1,"01","Verheiratetentarif",56.35,33.8,88.6
2015,4,"4","Kreis 4",2,"02","Einelternfamilientarif",34.5,15.7,58.2
2015,5,"5","Kreis 5",0,"00","Grundtarif",50.4,23.9,79.1
2015,5,"5","Kreis 5",1,"01","Verheiratetentarif",81.85,49.7,136.6
2015,5,"5","Kreis 5",2,"02","Einelternfamilientarif",53.2,31.7,82.9
2015,6,"6","Kreis 6",0,"00","Grundtarif",47.5,22,75.75
2015,6,"6","Kreis 6",1,"01","Verheiratetentarif",101.3,63.5,163.7
2015,6,"6","Kreis 6",2,"02","Einelternfamilientarif",55.6,34.9,87.2
2015,7,"7","Kreis 7",0,"00","Grundtarif",50.2,20.2,84.1
2015,7,"7","Kreis 7",1,"01","Verheiratetentarif",129.6,79.8,217.4
2015,7,"7","Kreis 7",2,"02","Einelternfamilientarif",69.6,40.9,116.6
2015,8,"8","Kreis 8",0,"00","Grundtarif",55,24.1,92
2015,8,"8","Kreis 8",1,"01","Verheiratetentarif",125.8,77.1,211.25
2015,8,"8","Kreis 8",2,"02","Einelternfamilientarif",59.8,38.4,102.6
2015,9,"9","Kreis 9",0,"00","Grundtarif",41.5,20.6,62
2015,9,"9","Kreis 9",1,"01","Verheiratetentarif",71,46.4,101.7
2015,9,"9","Kreis 9",2,"02","Einelternfamilientarif",40.35,20.2,62.9
2015,10,"10","Kreis 10",0,"00","Grundtarif",46.8,23,70.8
2015,10,"10","Kreis 10",1,"01","Verheiratetentarif",89.85,59.3,137.4
2015,10,"10","Kreis 10",2,"02","Einelternfamilientarif",51.9,30.1,78.4
2015,11,"11","Kreis 11",0,"00","Grundtarif",40.4,18.7,62.6
2015,11,"11","Kreis 11",1,"01","Verheiratetentarif",73.7,47.3,108.4
2015,11,"11","Kreis 11",2,"02","Einelternfamilientarif",38.8,18.1,61.9
2015,12,"12","Kreis 12",0,"00","Grundtarif",32.7,14.7,50.9
2015,12,"12","Kreis 12",1,"01","Verheiratetentarif",58.7,36.8,83.5
2015,12,"12","Kreis 12",2,"02","Einelternfamilientarif",29.3,9.4,47.3
2016,1,"1","Kreis 1",0,"00","Grundtarif",46.8,16.8,85.4
2016,1,"1","Kreis 1",1,"01","Verheiratetentarif",121.3,70,201.1
2016,1,"1","Kreis 1",2,"02","Einelternfamilientarif",64.1,30.2,99.5
2016,2,"2","Kreis 2",0,"00","Grundtarif",45.7,20.5,75.4
2016,2,"2","Kreis 2",1,"01","Verheiratetentarif",96.3,61.2,156.6
2016,2,"2","Kreis 2",2,"02","Einelternfamilientarif",49.65,28.2,79
2016,3,"3","Kreis 3",0,"00","Grundtarif",44.2,20.8,69.4
2016,3,"3","Kreis 3",1,"01","Verheiratetentarif",74,45.7,115.8
2016,3,"3","Kreis 3",2,"02","Einelternfamilientarif",43.5,25.2,68.2
2016,4,"4","Kreis 4",0,"00","Grundtarif",40,18.2,65.4
2016,4,"4","Kreis 4",1,"01","Verheiratetentarif",59.15,35,94.4
2016,4,"4","Kreis 4",2,"02","Einelternfamilientarif",37.9,17.1,63.4
2016,5,"5","Kreis 5",0,"00","Grundtarif",51.7,24.2,80.5
2016,5,"5","Kreis 5",1,"01","Verheiratetentarif",88.45,51.15,148.25
2016,5,"5","Kreis 5",2,"02","Einelternfamilientarif",54.9,31.9,85.9
2016,6,"6","Kreis 6",0,"00","Grundtarif",47.6,21.4,77
2016,6,"6","Kreis 6",1,"01","Verheiratetentarif",102.9,64,166.4
2016,6,"6","Kreis 6",2,"02","Einelternfamilientarif",56.4,35,90
2016,7,"7","Kreis 7",0,"00","Grundtarif",50.6,20.4,84.7
2016,7,"7","Kreis 7",1,"01","Verheiratetentarif",131.9,81.4,219.2
2016,7,"7","Kreis 7",2,"02","Einelternfamilientarif",70.6,43.8,120.6
2016,8,"8","Kreis 8",0,"00","Grundtarif",55.2,24,93.8
2016,8,"8","Kreis 8",1,"01","Verheiratetentarif",127.8,77.1,216.15
2016,8,"8","Kreis 8",2,"02","Einelternfamilientarif",64.1,38,109.3
2016,9,"9","Kreis 9",0,"00","Grundtarif",42,20.7,63
2016,9,"9","Kreis 9",1,"01","Verheiratetentarif",72,47.4,103.7
2016,9,"9","Kreis 9",2,"02","Einelternfamilientarif",42.6,23.05,66.65
2016,10,"10","Kreis 10",0,"00","Grundtarif",47.1,22.7,71.2
2016,10,"10","Kreis 10",1,"01","Verheiratetentarif",91,60.1,137.25
2016,10,"10","Kreis 10",2,"02","Einelternfamilientarif",54.1,31.4,81.7
2016,11,"11","Kreis 11",0,"00","Grundtarif",40.6,18.6,63.3
2016,11,"11","Kreis 11",1,"01","Verheiratetentarif",74.25,46.9,109.3
2016,11,"11","Kreis 11",2,"02","Einelternfamilientarif",40.3,20,63.4
2016,12,"12","Kreis 12",0,"00","Grundtarif",32.35,14.6,51.2
2016,12,"12","Kreis 12",1,"01","Verheiratetentarif",59.7,37.6,85.6
2016,12,"12","Kreis 12",2,"02","Einelternfamilientarif",31,10.8,49.7
2017,1,"1","Kreis 1",0,"00","Grundtarif",46,16.4,85
2017,1,"1","Kreis 1",1,"01","Verheiratetentarif",122.1,71.6,209.2
2017,1,"1","Kreis 1",2,"02","Einelternfamilientarif",65.4,37.9,110.9
2017,2,"2","Kreis 2",0,"00","Grundtarif",45.4,20,74.8
2017,2,"2","Kreis 2",1,"01","Verheiratetentarif",98.3,60.9,162.3
2017,2,"2","Kreis 2",2,"02","Einelternfamilientarif",50,28.1,81.1
2017,3,"3","Kreis 3",0,"00","Grundtarif",45,20.5,69.6
2017,3,"3","Kreis 3",1,"01","Verheiratetentarif",75.9,47.2,119.8
2017,3,"3","Kreis 3",2,"02","Einelternfamilientarif",43.8,25.2,68.5
2017,4,"4","Kreis 4",0,"00","Grundtarif",40.6,18,65.8
2017,4,"4","Kreis 4",1,"01","Verheiratetentarif",61.1,36.4,98.7
2017,4,"4","Kreis 4",2,"02","Einelternfamilientarif",38.7,18.55,61.65
2017,5,"5","Kreis 5",0,"00","Grundtarif",51.2,23.9,80.1
2017,5,"5","Kreis 5",1,"01","Verheiratetentarif",94,55.3,158.3
2017,5,"5","Kreis 5",2,"02","Einelternfamilientarif",53.55,29.4,85.3
2017,6,"6","Kreis 6",0,"00","Grundtarif",47.3,20.2,76.5
2017,6,"6","Kreis 6",1,"01","Verheiratetentarif",104.1,65,170.3
2017,6,"6","Kreis 6",2,"02","Einelternfamilientarif",56.3,36,88.6
2017,7,"7","Kreis 7",0,"00","Grundtarif",50.4,20.1,85.3
2017,7,"7","Kreis 7",1,"01","Verheiratetentarif",134.5,82.7,224.8
2017,7,"7","Kreis 7",2,"02","Einelternfamilientarif",72.1,43.5,122.8
2017,8,"8","Kreis 8",0,"00","Grundtarif",56,23.7,94.6
2017,8,"8","Kreis 8",1,"01","Verheiratetentarif",131.4,81.3,225.8
2017,8,"8","Kreis 8",2,"02","Einelternfamilientarif",65.7,38,112.5
2017,9,"9","Kreis 9",0,"00","Grundtarif",42.6,20.4,64
2017,9,"9","Kreis 9",1,"01","Verheiratetentarif",73,47.5,106.9
2017,9,"9","Kreis 9",2,"02","Einelternfamilientarif",44.6,24.1,67.3
2017,10,"10","Kreis 10",0,"00","Grundtarif",46.8,22.3,71
