"StichtagDatJahr","StichtagDatMonat","RaumeinheitSort","RaumeinheitLang","GliederungSort","GliederungLang","ZimmerSort","ZimmerLang","GemeinnuetzigSort","GemeinnuetzigLang","EinheitSort","EinheitLang","PreisartSort","PreisartLang","mean","meanl","meanu","qu10","qu10l","qu10u","qu25","qu25l","qu25u","qu50","qu50l","qu50u","qu75","qu75l","qu75u","qu90","qu90l","qu90u","Domain","Sample1","Sample2"
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",30.6,30.28,30.92,21.31,20.84,21.62,24.52,24.17,25.09,29.46,29.1,29.77,35.38,34.72,35.93,41.73,40.48,42.56,35586,6361,1250
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",32.71,32.47,32.95,21.93,21.45,22.36,26.27,25.85,26.61,31.6,31.35,31.88,37.82,37.38,38.22,45.08,44.22,45.59,35728,7659,1825
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",26.64,26.35,26.94,18.29,17.77,18.78,21.75,21.33,22.02,25.61,25.28,25.95,30.78,30.29,31.25,36.58,35.81,37.46,51225,8720,1311
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",28.59,28.36,28.83,19.6,19.12,20,23,22.7,23.28,27.92,27.58,28.2,33.04,32.6,33.52,39.4,38.7,39.86,50539,9673,1881
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",25.14,24.84,25.44,16.99,16.67,17.44,20,19.8,20.44,24.08,23.66,24.41,29.29,28.92,29.74,34.78,34.15,35.79,25972,4563,1107
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",26.61,26.34,26.88,18.04,17.54,18.39,21.35,21.07,21.69,25.46,25.14,25.74,31.19,30.61,31.57,36.49,35.86,37.05,25502,4969,1564
2022,"2022.04",4,"Stadtquartiere",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",27.55,27.37,27.73,18.52,18.28,18.8,21.99,21.82,22.21,26.42,26.22,26.63,31.87,31.58,32.13,38.35,37.95,38.67,112783,19644,3668
2024,"2024.04",4,"Stadtquartiere",0,"Ganze Stadt",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.46,29.31,29.6,19.73,19.51,20,23.29,23.13,23.54,28.4,28.24,28.6,34.31,34.08,34.56,40.6,40.31,40.95,111769,22301,5270
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",20.08,20,20.16,11.74,11.61,11.78,15.4,15.26,15.52,19.02,18.79,19.09,23.65,23.56,23.66,30.32,29.92,30.37,302,298,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",21.35,21.2,21.49,12.45,12.39,12.93,16.68,16.38,16.75,20.39,20.35,20.47,25.2,25.06,25.25,31.7,30.85,32.18,307,293,9
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.57,18.47,18.66,11.82,11.48,11.94,14.47,14.29,14.55,17.7,17.62,17.75,21.85,21.67,21.89,27.31,26.9,27.53,201,198,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",21.25,21.19,21.3,13.25,13.25,13.36,15.89,15.82,15.93,19.98,19.97,19.99,24.89,24.54,25.06,30.31,30.16,30.31,208,196,11
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.06,16.91,17.22,9.69,9.63,9.73,12.1,12.07,12.13,16.27,16.11,16.35,20.83,20.59,20.9,24.43,23.16,24.36,136,133,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",19.14,18.95,19.33,11.32,11.31,11.68,13.62,13.57,13.71,18.37,17.88,18.44,22.56,22.44,22.7,25.78,25.34,25.91,134,131,0
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.97,18.91,19.03,11.06,10.86,11.39,14.44,14.4,14.49,17.97,17.87,18.07,22.41,22.37,22.45,27.59,27.55,27.64,639,629,0
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",20.87,20.79,20.95,12.37,12.2,12.44,15.84,15.78,15.93,19.9,19.8,19.96,24.37,24.32,24.45,30.18,29.98,30.44,649,620,20
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",39.46,37.65,41.26,24.19,20.58,30.26,32.97,29.22,36.79,39.94,38.36,42.17,46.29,43.27,48.58,51.57,48.96,55.01,774,87,106
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",42.86,41.32,44.41,25.75,22.99,30.05,33.16,31.5,35.43,41.71,39.89,43.85,50.9,48.25,55,60.69,57.92,64.23,743,102,148
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",33.62,32.11,35.13,18.58,16.06,22.52,26.31,23.21,28.35,33.25,31.57,35.72,40.57,39.14,42.39,48.16,46.11,50.23,635,74,111
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",37.19,35.91,38.47,21.25,19.51,23.25,28.37,26.76,29.81,36.42,34.54,37.96,45.79,43.88,47.69,51.29,49.75,54.93,621,79,171
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",32.38,30.6,34.16,17.74,14.28,20.35,23.28,20.41,25.96,32.04,29.11,33.75,41.49,36.43,42.68,47.1,43.1,54.76,323,27,80
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",34.62,32.83,36.4,15.33,14.5,19.35,26.02,22.54,29.38,34.99,33.32,36.75,43.19,40.07,44.84,49.35,45.53,51.17,316,31,101
2022,"2022.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",36,34.97,37.03,20.45,18.5,23.16,27.84,26.17,29.54,36.67,34.9,38.08,43.08,42.02,45.55,49.44,48.54,51.78,1732,188,297
2024,"2024.04",4,"Stadtquartiere",19,"Altstadt (Kreis 1)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",39.22,38.32,40.11,21.92,20.39,23.19,29.99,28.93,31.25,38.59,37.67,39.82,47.32,45.92,48.74,58.35,54.12,60.49,1680,212,420
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.93,16.28,17.58,12.65,11.37,14.19,14.49,14.03,14.84,16.48,15.85,17.86,18.7,18.47,20.77,22.51,19.39,22.59,641,295,20
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",20.18,19.61,20.75,15.32,13.3,16.13,16.96,16.33,17.87,19.26,18.79,20.33,23.51,22.55,24.36,25.62,24.37,26.98,673,338,22
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.2,15.18,17.22,12.24,10.89,13.34,13.97,13.41,14.32,15.33,14.8,16.53,17.31,17.17,18.31,19.77,18.61,21.94,1171,501,33
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.19,17.65,18.74,14.67,13.86,15.38,15.83,15.43,16.39,17.56,16.96,17.89,19.83,19,20.85,22.71,21.53,23.88,1201,547,32
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",15.81,15.42,16.19,12.83,12.74,13.43,13.95,13.33,14.76,15.79,15.12,16.6,17.17,17,17.98,18.96,17.97,19.71,844,369,24
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.35,16.7,18,13.11,11.49,14.68,15.04,14.54,16.02,17.1,16.38,18.15,19.9,18.49,20.95,21.35,20.95,22.38,832,413,20
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.25,15.75,16.75,12.39,12.2,12.97,14.11,13.67,14.29,15.87,15.17,16.44,17.64,17.23,18.4,20.13,19.17,21.08,2656,1165,77
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.43,18.08,18.78,14.42,13.26,14.87,15.91,15.57,16.22,17.83,17.45,18.28,20.57,19.91,21.15,23.47,22.78,24,2706,1298,74
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.52,28.46,30.57,21.74,20.71,22.78,23.73,22.6,25.36,28.57,27.68,30.6,33.14,31.66,35.69,39.5,34.81,41.52,1552,290,54
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",33.7,32.49,34.91,24.04,22.1,25.75,27.21,26.36,28.84,32.01,30.8,33.12,40.97,37.41,42.73,45.09,42.92,47.82,1646,334,83
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",28.46,26.75,30.16,18.87,17.26,23.47,24.66,22.51,26.3,28.39,26.75,28.75,32.09,29.44,33.41,35.55,33.05,39.89,2174,515,44
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.29,28.32,30.26,20.99,19.93,22.27,23.43,22.96,26.25,29.12,28.02,30.61,33.11,32.07,35.62,37.96,36.28,39.91,2271,543,70
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",26.21,24.98,27.45,17.25,16.76,19.98,20.74,19.15,22.88,25.81,24.7,27.7,31.37,29.33,33.72,35.71,33.6,37.13,1133,230,47
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",27.47,26.23,28.7,19.6,18.37,20.95,22.59,21.98,24.18,27.05,25.19,28.1,30.91,29.17,32.83,36.94,33.18,40.53,1167,259,63
2022,"2022.04",4,"Stadtquartiere",21,"Wollishofen",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",28.27,27.39,29.15,19.21,18.27,20.83,23.49,22.6,24.68,27.9,27.23,28.67,32.22,31.18,33.39,37.7,35.41,39.56,4859,1035,145
2024,"2024.04",4,"Stadtquartiere",21,"Wollishofen",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",30.3,29.65,30.95,21.04,20.52,22.15,24.46,23.67,25.67,29.51,28.8,30.45,34.59,33.11,36.36,41.54,39.76,42.8,5084,1136,216
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",21.72,20.64,22.79,15.66,15.46,15.73,17.71,17.26,17.77,22.07,21.37,22.36,24.4,23.9,24.82,25.88,25.44,26.33,272,227,12
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",21.93,21.8,22.05,17.23,17.01,17.69,18.87,18.55,19,22.24,21.9,22.38,25.17,25.19,25.26,26.81,26.76,26.83,267,232,12
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",19.3,18.91,19.7,14.09,13.79,14.23,15.37,15.09,15.71,19.12,18.61,19.36,22.42,21.93,22.83,24.86,24.52,25.49,376,325,8
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",20.12,20.03,20.2,15.35,15.29,15.47,16.55,16.43,16.75,20.09,19.92,20.28,23.3,23.3,23.45,26.01,26.03,26.08,363,324,19
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.67,17.27,18.07,14.21,14.07,14.36,15.53,14.44,16.05,17.09,16.41,17.8,20.26,18.4,21.21,22.49,22.35,22.73,505,370,7
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",19.46,19.2,19.72,15.29,14.86,15.77,16.77,16.39,17.15,19.24,18.77,19.7,22.36,21.91,22.99,24.52,24.03,24.53,487,377,23
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",19.16,18.82,19.5,14.35,14.16,14.38,15.87,15.38,16.15,18.05,17.84,18.54,22.3,21.99,22.43,24.72,24.46,24.94,1153,922,27
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",20.27,20.14,20.39,15.66,15.4,15.8,17.19,16.91,17.48,20.06,19.77,20.25,23.23,23.09,23.44,25.64,25.62,25.66,1117,933,54
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.44,27.07,31.81,22.72,20.51,28.3,24.7,21.53,28.46,28.24,24.42,32.03,32.22,31.24,35.17,35.69,35.1,39.56,246,15,11
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.28,28.18,30.38,22.15,21.61,26.77,26.45,22.19,27.53,28.2,26.8,29.88,31.43,29.08,33.76,35.81,33.73,37.45,251,15,19
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",22.8,21.64,23.95,19.78,15.89,20.38,20.14,19.99,21.24,21.28,20.47,22.56,22.67,21.92,24.09,25.4,23.5,37.76,336,42,18
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",24.4,23.18,25.62,19.36,17.73,20.89,21,20.09,22.24,23.74,22.22,24.91,26.04,25.01,28.84,29.84,28.75,36.98,323,44,35
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",23.55,22.34,24.75,16.74,14.87,19.14,19.31,17.64,22.04,22.53,19.84,22.74,26.95,23.33,29.49,31.39,29.81,35.98,208,30,30
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",23.93,22.91,24.96,19.28,16.51,20.54,20.97,20.49,22.46,23.72,22.73,24.3,27.37,25.03,27.74,28.86,27.54,30.29,218,32,43
2022,"2022.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",25.07,24.13,26.01,19.56,19.31,20.06,20.47,20.06,21.82,22.63,21.86,23.98,27.54,24.91,31.28,35.1,31.29,36.01,790,87,59
2024,"2024.04",4,"Stadtquartiere",23,"Leimbach",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",25.83,25.16,26.51,20.02,19.38,21,21.65,21.07,22.45,25.1,24.42,26.28,28.41,27.5,29.39,32.3,30.14,34.86,792,91,97
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.81,17.11,18.52,12.72,12.52,14.17,14.63,14.15,15.66,16.51,15.75,18.05,20.8,18.05,21.2,25.47,24.73,25.33,58,13,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.28,17.62,18.94,14.09,12.62,14.76,14.93,14.64,15.3,16.87,15.22,18.05,20.51,19.43,23.84,26.5,26.59,26.68,57,13,19
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.08,15.31,16.85,12.31,11.53,12.95,12.95,12.57,15.16,16.19,15.04,17.71,18.88,16.93,19.67,19.95,19,20.75,189,48,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.46,15.67,17.25,12.01,9.7,13.64,14.18,12.13,15.69,16.71,15.48,17.3,18.3,17.78,19.09,20.27,19.19,22.64,181,49,20
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",14.79,14.52,15.06,11.95,11.57,12.44,12.74,12.36,13.23,14.05,13.67,14.24,16.14,15.05,17.49,19.3,18.16,19.52,86,29,20
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.12,15.6,16.63,12.21,11.06,12.84,13.07,12.54,14.07,14.82,14.15,15.87,16.77,15.99,19.36,24.01,24.01,24.36,94,28,20
2022,"2022.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.05,15.59,16.51,12.32,11.91,12.66,13.24,12.58,13.9,15.72,14.54,16.17,18.7,17.16,19.39,19.98,19.33,21.25,333,90,60
2024,"2024.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.68,16.21,17.15,12.12,11.53,13.42,14.05,12.93,14.75,15.9,15.22,16.89,18.44,18.2,19.16,22.35,20.19,24.51,332,90,59
2022,"2022.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",34.34,32.5,36.18,21.67,18.87,24.66,26.02,24.74,28.9,32,29.44,37,45.36,38.96,47.47,49.4,46.9,52.78,951,155,39
2024,"2024.04",4,"Stadtquartiere",24,"Enge",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",36.16,34.07,38.24,24,22.37,26.76,27.93,25.8,31.05,34.49,31.98,38.84,45.25,40.66,46.92,48.48,46.96,51.95,962,160,53
2022,"2022.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",30.58,28.7,32.46,18.93,17.75,21.12,23.47,21.02,27.63,30.05,27.89,32.7,35.61,32.74,37.64,41.88,37.39,49.14,1323,264,42
2024,"2024.04",4,"Stadtquartiere",24,"Enge",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",32.37,30.61,34.14,19.73,17.3,24.34,27.37,24.6,28.98,31.63,29.41,35.24,38.95,36.63,40.69,43.57,40.53,45.54,1323,293,54
2022,"2022.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.88,27.7,32.07,20.71,17.14,22.18,22.91,22.35,25.33,29.17,25.42,31.77,34.86,31.78,38.26,40.08,37.34,43.41,944,202,38
2024,"2024.04",4,"Stadtquartiere",24,"Enge",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",30.89,29.33,32.44,20.16,17.22,22.23,24.27,22.29,26.85,29.7,28.34,32.77,36.67,35.08,39.62,42.74,39.66,45,952,223,63
2022,"2022.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",31.49,30.34,32.63,19.64,18.92,21.63,24.69,22.86,25.78,30.66,28.99,31.94,37.62,35.62,39.52,46.87,41.7,48.15,3218,621,119
2024,"2024.04",4,"Stadtquartiere",24,"Enge",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",33.06,32,34.11,21.35,19.73,23.12,26.58,25,28.12,32.2,30.46,34.09,39.88,37.42,41.36,46.02,44.98,47.9,3237,676,170
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",17.02,16.68,17.36,13.02,12.88,13.23,14.39,13.99,14.83,16.94,16.43,17.38,19.28,18.63,19.4,20.76,20.04,21.42,1432,853,58
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",18.52,18,19.03,13.91,13.5,14.39,15.37,14.79,15.99,17.86,17.33,18.38,20.45,20.33,21.05,24.83,23.22,25.35,1442,856,67
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",15.39,15.01,15.77,11.82,11.46,12.25,12.98,12.88,13.15,14.59,14.25,14.99,17.1,16.59,17.58,19.56,18.89,21.94,3050,1846,64
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.36,16.04,16.67,12.31,12.12,12.9,14.13,13.59,14.51,15.94,15.55,16.33,18.19,17.73,19.1,20.63,20.31,21.36,2990,1876,63
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",15.68,15.44,15.91,11.93,11.61,12.3,13.15,12.93,13.53,15.62,15.48,15.93,17.43,17.29,18.25,19.62,18.94,20.12,1886,1176,78
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.64,16.18,17.1,12.28,11.93,13.12,14.16,13.83,14.53,16.03,15.77,16.38,18.6,17.94,19.06,21.71,20.19,24.02,1871,1210,82
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",15.84,15.63,16.06,12.13,11.92,12.32,13.15,13.05,13.41,15.29,15.13,15.61,17.87,17.47,18.26,20.04,19.55,20.48,6368,3875,200
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",1,"Gemeinnützig",2,"Quadratmeter",2,"Brutto",16.93,16.68,17.19,12.54,12.25,12.93,14.39,14.15,14.6,16.33,16.16,16.58,19.07,18.71,19.57,21.68,20.87,22.69,6303,3942,212
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",29.93,29.13,30.72,21.57,20.77,22.99,24.31,23.99,25.54,29.45,28.6,30.3,34.56,33.33,35.75,40.07,38.18,42.07,4921,858,124
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",2,"2 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",33.22,32.4,34.04,22.15,21.12,23.21,26.8,25.56,28.1,32.4,31.61,33.7,37.83,36.6,38.9,44.21,41.63,47.44,4912,984,189
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",26.56,25.47,27.65,19.37,16.42,20.33,21.74,21.18,22.4,25.36,24.21,26.46,30.54,29.48,31.88,36.21,33.65,39.58,6901,922,114
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",3,"3 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",28.24,27.4,29.09,18.83,17.5,21.06,22.89,22.2,23.43,26.99,26,28.53,32.77,30.99,34,39.55,38.02,41.33,6785,1083,184
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",25.1,24.04,26.16,17.92,17.13,20.13,21,20.26,21.28,23.36,22.24,24.65,29.17,26.05,30.34,34.28,30.42,38.91,2300,269,107
2024,"2024.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",4,"4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",25.58,24.81,26.35,17.06,16.54,18.87,20.63,19.7,21.95,25.26,24.3,25.96,30.56,28.7,31.52,34.41,32.65,37.32,2296,314,143
2022,"2022.04",4,"Stadtquartiere",39,"Wiedikon (Kreis 3)",9,"2 , 3  und 4 Zimmer",2,"Nicht gemeinnützig",2,"Quadratmeter",2,"Brutto",27.5,26.87,28.12,19.88,18.53,20.48,22,21.64,22.43,26.04,25.39,26.99,31.78,30.67,33.33,38.47,35.91,39.76,14122,2049,345
